,ID,subject,subject_clean,Len
112,2, 'product',product,1
113,2, 'fan',fan,1
114,2, 'breeze',breeze,1
116,2,'well projector',well projector,2
117,2, 'surprisingly awesome',surprisingly awesome,2
118,2, 'picture quality',picture quality,2
119,2, 'many feature',many feature,2
120,2, 'dont feel',dont feel,2
121,2, 'find',find,1
122,2,'remote control app work great',remote control app work great,5
123,2, 'quite good',quite good,2
124,2," 'petite """"'",petite,1
125,2, 'large space',large space,2
126,2, 'span',span,1
127,2, 'sound',sound,1
128,2, 'something',something,1
129,2, 'pair',pair,1
130,2, 'install',install,1
131,2, 'even',even,1
132,2, 'easy',easy,1
133,2, 'device',device,1
134,2,"'time """"'",time,1
135,2, 'really dont',really dont,2
136,2, 'problem hearing',problem hearing,2
137,2, 'anything negative',anything negative,2
138,2, '`` havent',havent,1
139,2, 'showscons',showscons,1
140,2, 'say',say,1
141,2, 'point',point,1
142,2,'small',small,1
143,2, 'device',device,1
144,2,'high pixel density',high pixel density,3
145,2, 'not expect',not expect,2
146,2, 'brightest projection',brightest projection,2
147,2, 'really',really,1
148,2,'need',need,1
149,2, 'gripe',gripe,1
150,2,'feel deserves',feel deserves,2
151,2, 'discover anything',discover anything,2
152,2, 'happy',happy,1
153,2, 'go',go,1
154,2, 'column',column,1
156,2,"'haste """"'",haste,1
157,2, 'add post',add post,2
158,3,'every time',every time,2
159,3, 'use',use,1
160,3, 'projector',projector,1
161,3,'like',like,1
162,3,'build quality feel really solid',build quality feel really solid,5
163,3,'picture quality',picture quality,2
164,3, 'well',well,1
165,3, 'expect',expect,1
166,3,'little low',little low,2
167,3, 'contrast',contrast,1
168,3,'sound quality',sound quality,2
169,3, 'good',good,1
170,3,'download yet another app',download yet another app,4
171,3, 'phone',phone,1
172,3, 'hesitant',hesitant,1
173,3, 'first',first,1
174,3, 'control',control,1
175,3,'include remote control work well',include remote control work well,5
176,3, 'since',since,1
177,3,'remote control app',remote control app,3
178,3, 'download',download,1
179,3, 'cave',cave,1
180,3, 'admit',admit,1
182,3,"'functional """"'",functional,1
183,3, 'well',well,1
184,3, 'designed',designed,1
185,3,'use airplay',use airplay,2
186,3, '`` ive',ive,1
187,3, 'screen',screen,1
188,3, 'nebula',nebula,1
189,3, 'mirror',mirror,1
190,3,'watch video',watch video,2
191,3, 'different app',different app,2
192,3,"'work seamlessly """"'",work seamlessly,2
193,3,'hour playback time',hour playback time,3
194,3, 'pretty accurate',pretty accurate,2
195,3, 'reliable',reliable,1
196,3, 'far',far,1
197,3, '4',4,1
198,3,'highly portable',highly portable,2
199,3, 'great',great,1
200,3,'extra lens',extra lens,2
201,3, 'camera bag',camera bag,2
202,3, '`` ive',ive,1
203,3, 'slip',slip,1
204,3, 'place',place,1
205,3,"'bring along anywhere """"'",bring along anywhere,3
206,3, 'make',make,1
207,3, 'easy',easy,1
209,3,'external usb battery',external usb battery,3
210,3, 'really want',really want,2
211,3, 'binge netflix',binge netflix,2
212,3, 'runtime',runtime,1
213,3, 'run',run,1
214,3, 'extend',extend,1
216,3,'year',year,1
217,3, 'use',use,1
218,3, 'expect',expect,1
219,3, 'come',come,1
220,4,'great initially',great initially,2
221,4, '`` first',first,1
222,4, 'set',set,1
223,4, 'pain',pain,1
224,4, 'not',not,1
225,4, 'kind',kind,1
226,4,"'great """"'",great,1
227,4,'trouble connect',trouble connect,2
228,4, 'reason',reason,1
229,4, 'netflix',netflix,1
230,4, 'first',first,1
232,4,"'movie """"'",movie,1
233,4, 'didnt disconnect',didnt disconnect,2
234,4, 'watch',watch,1
235,4, 'good',good,1
236,4, 'go',go,1
237,4, 'connect',connect,1
238,4,'issue initially',issue initially,2
239,4, 'perhaps',perhaps,1
240,4,"'work fantastic """"'",work fantastic,2
241,4, 'perhaps rethink',perhaps rethink,2
242,4, 'consistent issue',consistent issue,2
243,4, 'update',update,1
244,4, 'right',right,1
245,4, 'rating',rating,1
246,4, 'problem',problem,1
247,4, 'post',post,1
248,4, 'anymore',anymore,1
250,4,'right away',right away,2
251,4, 'update',update,1
252,4, 'setting',setting,1
253,4, 'might',might,1
254,4, 'might',might,1
255,4, 'issue',issue,1
256,4, 'go',go,1
257,4, 'get',get,1
258,4, 'fix',fix,1
259,4, 'device',device,1
260,4, 'device',device,1
261,4, 'advise',advise,1
262,4,'little patience',little patience,2
263,4, 'account take',account take,2
264,4, '`` set',set,1
265,4, 'worth',worth,1
266,4, 'signing',signing,1
267,4, 'netflix',netflix,1
268,4,'dont',dont,1
270,4,"'real quick """"'",real quick,2
271,4, 'thats ok',thats ok,2
272,4, 'hdmi cable',hdmi cable,2
273,4, 'price',price,1
274,4, 'kind',kind,1
275,4, 'hop',hop,1
276,4, 'go',go,1
277,4, 'come',come,1
278,4, 'bought',bought,1
280,4,'spare lie around',spare lie around,3
281,4, 'order',order,1
282,4, 'dont',dont,1
285,4,'console control app',console control app,3
286,4, 'get use',get use,2
287,4,'use',use,1
288,4, 'ok',ok,1
289,4, 'lot',lot,1
290,4, 'fun',fun,1
291,4, 'actually',actually,1
292,4,'thoroughly',thoroughly,1
293,4, 'nitpick',nitpick,1
294,4, 'get',get,1
295,4, 'device',device,1
296,4,'really great',really great,2
297,4, 'speaker',speaker,1
298,4,'not super loud',not super loud,3
300,4,'loud enough',loud enough,2
301,4," 'clear """"'",clear,1
302,4, 'everything',everything,1
303,4,'great picture',great picture,2
304,4, 'screen',screen,1
305,4, 'give',give,1
306,4,'light',light,1
308,4,'little hard',little hard,2
309,4, 'dark scene',dark scene,2
310,4, 'watch',watch,1
311,4, 'show',show,1
312,4, 'movie',movie,1
313,4, 'make',make,1
314,4, 'go',go,1
315,4,"'magnificent """"'",magnificent,1
316,4, 'light go',light go,2
317,4, 'picture',picture,1
318,4,'really',really,1
319,4, 'picture',picture,1
320,4, 'impressed',impressed,1
321,4,'focus depend',focus depend,2
322,4, 'side',side,1
323,4, 'knob',knob,1
324,4, 'distance',distance,1
325,4, 'adjust',adjust,1
326,4,'surprisingly quiet',surprisingly quiet,2
327,4, 'device',device,1
328,4,'stay',stay,1
329,4, 'cool',cool,1
330,4,'get pretty hot consider',get pretty hot consider,4
331,4, 'surprising',surprising,1
332,4, 'projector',projector,1
333,4, 'expect',expect,1
334,4,'first choice',first choice,2
335,4, 'projector',projector,1
336,4, 'product',product,1
337,4, 'pleased',pleased,1
338,4, 'glad',glad,1
339,4, 'around',around,1
340,4,'`` ive always want',ive always want,3
341,4,'bulky',bulky,1
342,4, 'always',always,1
343,4,"'loud """"'",loud,1
344,4, 'tend',tend,1
345,4,'amaze every day',amaze every day,3
346,4, 'decade go',decade go,2
347,4, 'bound technology',bound technology,2
348,4, 'thing',thing,1
349,4, 'take',take,1
350,4, 'see',see,1
351,4, 'next',next,1
352,4, 'leap',leap,1
353,4, 'incredible',incredible,1
354,4, 'excite',excite,1
355,4, 'come',come,1
356,5,'awesome little projector',awesome little projector,3
357,5,'use google plus',use google plus,3
358,5, 'not work',not work,2
359,5, 'google',google,1
360,5, 'way',way,1
361,5, 'want',want,1
362,5, 'hulu',hulu,1
363,5, 'get',get,1
364,5, 'found',found,1
365,5, 'fix',fix,1
366,5,'android version 5 time',android version 5 time,4
367,5, 'setting',setting,1
368,5, 'pop',pop,1
369,5, 'password',password,1
370,5, 'go',go,1
371,5, 'click',click,1
372,5, 'box',box,1
373,5, 'ask',ask,1
374,5,'enter gmstest1222',enter gmstest1222,2
375,5, 'password',password,1
376,5,'thing',thing,1
377,5, 'reboot',reboot,1
378,5, 'download',download,1
379,5, 'bam',bam,1
380,5,'google play',google play,2
381,5, 'everything work',everything work,2
382,5, 'hulu',hulu,1
383,5,'not know',not know,2
384,5, 'work',work,1
385,5, 'password',password,1
386,5, 'long',long,1
387,5, 'good',good,1
388,6,'thing',thing,1
389,6, 'epic',epic,1
390,6,'recommend',recommend,1
391,6, 'everyone',everyone,1
392,6,'purchase',purchase,1
393,6, 'baby',baby,1
394,6,'mini tripod',mini tripod,2
395,6, 'along',along,1
396,6,'save',save,1
397,6, 'life',life,1
398,6,'project cartoon onto',project cartoon onto,3
399,6, 'baby love',baby love,2
400,6, 'ceiling',ceiling,1
401,6,'bright enough',bright enough,2
402,6, 'useful',useful,1
403,6,'picture quality',picture quality,2
404,6, 'passable',passable,1
405,6,'2400lumen epson home theater',2400lumen epson home theater,4
406,6, 'isnt',isnt,1
408,6,'price',price,1
409,6,"'great """"'",great,1
410,6,'living room although',living room although,3
411,6, 'loud enough',loud enough,2
412,6, 'home theater',home theater,2
413,6, 'speaker',speaker,1
414,6, 'look',look,1
415,6, 'go',go,1
416,6, 'epson',epson,1
417,6,'entertain guest outside',entertain guest outside,3
418,6, 'powerpoint presentation',powerpoint presentation,2
419,6, 'perfect',perfect,1
420,6,'heck',heck,1
421,6,'run cable',run cable,2
422,6, 'not look',not look,2
423,6, 'go perfectly',go perfectly,2
424,6, 'bedroom',bedroom,1
425,6,'make hole',make hole,2
426,6,'hassle',hassle,1
427,6, 'go',go,1
428,6,'300 lumen version',300 lumen version,3
429,6,'not sure',not sure,2
430,6, 'work',work,1
431,6,'bright room',bright room,2
432,6, 'something',something,1
433,6, 'permanently',permanently,1
434,6, 'look',look,1
435,6,'look',look,1
436,7,'great projector',great projector,2
437,7,'work right',work right,2
438,7, 'box',box,1
439,7,'take two minute',take two minute,3
440,7, 'set',set,1
441,7,'use',use,1
442,7, 'simple',simple,1
443,7, 'phone',phone,1
444,7, 'download',download,1
445,7, 'app',app,1
446,7,'not even need',not even need,3
447,7, 'include remote',include remote,2
448,7,'great picture',great picture,2
449,7, 'surface',surface,1
450,7, 'project',project,1
451,7, 'almost',almost,1
452,7,'small device',small device,2
453,7, 'amaze sound',amaze sound,2
454,7, 'put',put,1
455,7,'review say',review say,2
456,7, 'software',software,1
457,7, 'not',not,1
458,7, 'fool',fool,1
459,7, 'complicate',complicate,1
460,7,'instal netflix',instal netflix,2
461,7, 'nothing',nothing,1
462,7,'hulu',hulu,1
463,7,'etc within minute',etc within minute,3
464,7,'regular user info',regular user info,3
465,7, 'time',time,1
466,7, 'run',run,1
467,7, 'login',login,1
468,8,'project copyright image',project copyright image,3
469,8, 'device like',device like,2
470,8, 'device',device,1
471,8, 'forbidden',forbidden,1
472,8, 'capsule',capsule,1
473,8,'usb',usb,1
474,8, 'c',c,1
475,8,'light adapter',light adapter,2
476,8, 'hdmi',hdmi,1
477,8,'work well',work well,2
478,8,'camp trip',camp trip,2
479,8, 'bought',bought,1
480,8,'take note',take note,2
481,8, 'power bank',power bank,2
482,8, 'device',device,1
483,8, 'buy',buy,1
484,8,'blackweb power brick',blackweb power brick,3
485,8, 'watch movie',watch movie,2
486,8, 'bought',bought,1
487,8,'night camp',night camp,2
488,8, 'mobile phone',mobile phone,2
489,8, 'tv',tv,1
490,8,'morning news',morning news,2
491,8, 'watch',watch,1
492,8, 'tent',tent,1
493,8, 'great',great,1
494,8,'eat breakfast',eat breakfast,2
495,8,'stock market',stock market,2
496,8, 'check',check,1
497,8,'ehhh',ehhh,1
498,8, 'camper',camper,1
499,8,'not',not,1
500,8,'heh',heh,1
501,9,'3 projector brand',3 projector brand,3
502,9, 'everything work',everything work,2
503,9, 'land',land,1
504,9, 'go',go,1
505,9,'easy setup',easy setup,2
506,9,'not get',not get,2
507,9, 'everything work',everything work,2
508,9, 'work',work,1
509,9, 'reason',reason,1
510,9, 'iphone',iphone,1
511,9, 'ipad',ipad,1
512,9,'portable great',portable great,2
513,9,'power source',power source,2
514,9, 'juice even',juice even,2
515,9, 'plug',plug,1
516,9, 'eat',eat,1
517,9,'not charge quickly',not charge quickly,3
518,9,'slideshow',slideshow,1
519,9, 'keep',keep,1
520,9, 'disconnect',disconnect,1
521,9,'stay connect',stay connect,2
522,9, 'odd since',odd since,2
523,9, 'wifi',wifi,1
524,9,'love',love,1
525,9, 'item',item,1
526,9,'happy w',happy w,2
527,10,'pretty amaze little device ... use camp',pretty amaze little device use camp,6
528,10, 'deep wilderness',deep wilderness,2
529,10,'really dark outside',really dark outside,3
530,10, 'movie theatre',movie theatre,2
531,10, 'lycra screen',lycra screen,2
532,10, 'little thing',little thing,2
533,10, 'horizontal look',horizontal look,2
534,10, '12 foot',12 foot,2
535,10, 'bright enough',bright enough,2
536,10, 'bright',bright,1
537,10, 'make',make,1
538,10,'great sound',great sound,2
539,10,'played two movie',played two movie,3
540,10, 'quit',quit,1
541,10,'huge bonus',huge bonus,2
542,10, 'battery pack',battery pack,2
543,10, 'well',well,1
544,10, 'charge',charge,1
545,10,'good enough',good enough,2
546,10, 'ever move',ever move,2
547,10,'real tv',real tv,2
548,10, 'might sell',might sell,2
549,10, 'use',use,1
550,11,'small device',small device,2
551,11, 'great picture',great picture,2
552,11, 'sound',sound,1
553,11,'soda',soda,1
554,11, 'size',size,1
555,11, 'really',really,1
556,11,'watch anywhere',watch anywhere,2
557,11, 'portability',portability,1
558,11, 'love',love,1
559,11, 'house',house,1
560,11,'bedroom wall',bedroom wall,2
561,11, 'try',try,1
562,11,'picture quality',picture quality,2
563,11, 'phone app',phone app,2
564,11, 'maximum size',maximum size,2
565,11, 'great',great,1
566,11, 'download',download,1
567,11,'phone like',phone like,2
568,11, 'way',way,1
569,11, 'use',use,1
570,11, 'remote',remote,1
571,11, 'personally',personally,1
572,11, 'find',find,1
573,11, 'easy',easy,1
574,11,'far netflix',far netflix,2
575,11,'prime video',prime video,2
576,11,'work well without',work well without,3
577,11, 'shiny light',shiny light,2
578,11, 'move image',move image,2
579,11, 'youtube',youtube,1
580,11, 'wall',wall,1
581,11, 'mesmerize',mesmerize,1
582,11, 'glitch',glitch,1
583,11, 'dog',dog,1
584,11,'walk',walk,1
585,11, 'like',like,1
586,11, 'front',front,1
587,11, 'device',device,1
588,11,'watch canine silhouette show',watch canine silhouette show,4
589,11, 'ok',ok,1
590,11, 'like',like,1
591,12,'projector',projector,1
592,12, 'love',love,1
593,12,'trip',trip,1
594,12, 'go',go,1
595,12,'minor problem',minor problem,2
596,12, 'focus dial',focus dial,2
597,12, 'way',way,1
598,12, 'sensitive',sensitive,1
599,12,'light surface',light surface,2
600,12, 'travel',travel,1
601,12, 'great',great,1
602,12, 'great',great,1
603,12, 'display',display,1
604,12, 'could',could,1
605,12,'work well sat',work well sat,3
606,12, 'bed onto',bed onto,2
607,12, 'obviousley',obviousley,1
608,12, 'ceiling',ceiling,1
609,12, 'bottom',bottom,1
610,12,'really good',really good,2
611,12, 'need darkness',need darkness,2
612,12,'speaker',speaker,1
613,12, 'great',great,1
614,12, 'fantastic',fantastic,1
615,12, 'dark',dark,1
616,12,'great quality could come',great quality could come,4
617,12, 'much sound',much sound,2
618,12, 'knew',knew,1
619,13,'small',small,1
620,13,'bright',bright,1
621,13,'clear',clear,1
622,13,'decent speaker',decent speaker,2
623,13,'spent week check review',spent week check review,4
624,13, 'portable projector',portable projector,2
625,13, 'use',use,1
626,13, 'tv',tv,1
627,13, 'travel',travel,1
628,13, 'lieu',lieu,1
629,13,'ultimately decide',ultimately decide,2
630,13, 'projector',projector,1
631,13, 'go',go,1
632,13,'deliver',deliver,1
633,13,'picture quality suffers',picture quality suffers,3
634,13, 'smooth surface',smooth surface,2
635,13, 'dark room',dark room,2
636,13, 'bit without',bit without,2
637,13, 'use',use,1
638,13, 'indoors',indoors,1
639,13,'not enough',not enough,2
640,13, 'experience',experience,1
641,13, 'dampen',dampen,1
642,13,'surprisingly clear',surprisingly clear,2
643,13, 'speaker',speaker,1
644,13,'little quiet',little quiet,2
645,13, 'background noise',background noise,2
646,13, 'may',may,1
647,13, 'although',although,1
648,13,'play video log',play video log,3
649,13, 'must use',must use,2
650,13, 'youtube',youtube,1
651,13, 'point',point,1
652,13, 'note',note,1
653,13, 'company',company,1
654,13, 'app',app,1
655,13,'amazon',amazon,1
656,13,'netflix',netflix,1
657,13,'etc',etc,1
658,13,'screen mirror',screen mirror,2
659,13, 'individual app',individual app,2
660,13, 'rather',rather,1
661,13, 'cast',cast,1
662,14,'vacation',vacation,1
663,14, 'use',use,1
664,14,'vega',vega,1
665,14, 'stayed',stayed,1
666,14, 'recently',recently,1
667,14, 'kid',kid,1
668,14, 'day',day,1
669,14,'long day',long day,2
670,14, 'sightsee',sightsee,1
671,14,'husband set',husband set,2
672,14, 'ceiling right',ceiling right,2
673,14, 'show',show,1
674,14, 'projector',projector,1
675,14, 'child',child,1
676,14, 'bed',bed,1
677,14,'lol',lol,1
678,14,'nice full size projector',nice full size projector,4
679,14, 'home',home,1
680,14,'picture quality',picture quality,2
681,14, 'nebula',nebula,1
682,14, 'clear',clear,1
683,14,'blown away',blown away,2
684,14, 'product',product,1
685,14,'amaze',amaze,1
687,15,'little projector',little projector,2
688,15, 'impressed',impressed,1
689,15,'picture quality',picture quality,2
690,15, 'use',use,1
691,15, 'sound',sound,1
692,15, 'set',set,1
693,15, 'great',great,1
694,15, 'easy',easy,1
695,15,'moderately lit room',moderately lit room,3
696,15, 'could see',could see,2
697,15, '4 foot',4 foot,2
698,15, 'wall',wall,1
699,15, 'fine',fine,1
700,15,'super easy',super easy,2
701,15, 'use',use,1
702,15, 'remote',remote,1
703,15,'watch video',watch video,2
704,15," 'perfect """"'",perfect,1
705,15, 'give presentation',give presentation,2
706,15, 'use',use,1
708,16,'projector',projector,1
709,16,'nebula capsule honestly match',nebula capsule honestly match,4
710,16, 'end projector',end projector,2
711,16, 'thousand',thousand,1
712,16, 'quality',quality,1
713,16, 'high',high,1
714,16, 'cost',cost,1
715,16,'yet',yet,1
716,16, 'size',size,1
717,16, 'fraction',fraction,1
718,16,'silent',silent,1
719,16, 'far',far,1
720,16,'not overheat',not overheat,2
721,16, 'absurd',absurd,1
722,16,'untouchable temperature',untouchable temperature,2
723,16,'work netflix',work netflix,2
724,16, 'come pre',come pre,2
725,16, 'loaded',loaded,1
726,16,'youtube etc',youtube etc,2
727,16,'simple',simple,1
728,16, 'remote',remote,1
729,16, 'intuitive',intuitive,1
730,16,'remote smart phone app',remote smart phone app,4
731,16, 'say',say,1
732,16, 'needless',needless,1
733,16, 'genius',genius,1
734,16,'lot',lot,1
735,16, 'get',get,1
736,16, 'buck',buck,1
737,16, 'bang',bang,1
738,17,'enjoy use',enjoy use,2
739,17, 'projector',projector,1
740,17,'outside indoors',outside indoors,2
741,17, 'use',use,1
742,17, 'pleasure',pleasure,1
743,17, 'business',business,1
744,17,'well worth',well worth,2
745,17, 'electric projector',electric projector,2
746,17, 'not',not,1
747,17, 'convenience',convenience,1
748,17, 'bright',bright,1
749,17,'sell point',sell point,2
750,17, 'hour battery',hour battery,2
751,17, '4',4,1
752,17,'straight 4',straight 4,2
753,17, 'not use',not use,2
754,17, 'hour projection',hour projection,2
755,17,'4 hour without charge',4 hour without charge,4
756,17, 'use',use,1
757,17, 'day',day,1
758,17, 'couple',couple,1
759,18,'feel compel',feel compel,2
760,18, 'rewrite',rewrite,1
761,18, 'review',review,1
762,18,'2 start due',2 start due,3
763,18, 'first review',first review,2
764,18, 'charge issue',charge issue,2
765,18, 'start',start,1
766,18, 'us',us,1
767,18, 'left',left,1
768,18,'not contact customer service',not contact customer service,4
769,18, 'long 8 month',long 8 month,3
770,18, 'problem',problem,1
771,18, 'device',device,1
772,18, 'assume',assume,1
773,18, 'anything',anything,1
775,18,'however',however,1
776,18,'initial review',initial review,2
777,18, 'shortly',shortly,1
778,18, 'leave',leave,1
779,18,'customer service contact u',customer service contact u,4
780,18, 'sent u',sent u,2
781,18, 'travel case',travel case,2
782,18, 'promptly replace',promptly replace,2
783,18, 'trouble',trouble,1
784,18, 'device',device,1
785,18,'anker stand behind',anker stand behind,3
786,18, 'product',product,1
787,18,'nebula capsule',nebula capsule,2
788,18, 'great job',great job,2
789,18, 'small',small,1
790,18,'work great',work great,2
791,18, 'summer outside',summer outside,2
792,18, 'use',use,1
793,18, 'side',side,1
794,18, 'screen',screen,1
795,18, 'house',house,1
796,18, 'house',house,1
797,18,'sound great',sound great,2
798,18,'easy sharpen',easy sharpen,2
799,18, 'try',try,1
800,18, 'everything',everything,1
801,18, 'connects',connects,1
802,19,'excellent quality',excellent quality,2
803,19,'real life',real life,2
804,19, 'even well',even well,2
805,19, 'picture',picture,1
806,19,'keep watch tv',keep watch tv,3
807,19, 'talk',talk,1
808,19, 'go',go,1
809,19, 'bathroom',bathroom,1
810,19, 'able',able,1
811,19,'shower beer holder',shower beer holder,3
812,19, 'plus get',plus get,2
813,19,'watch tv',watch tv,2
814,19, 'shower',shower,1
815,19,'wayne',wayne,1
816,19, 'party',party,1
817,20,'try first',try first,2
818,20, 'initially want',initially want,2
819,20, 'wife',wife,1
820,20, 'thankfully',thankfully,1
821,20, 'return',return,1
822,20, 'give',give,1
823,20, 'christmas',christmas,1
824,20, 'bought',bought,1
825,20,'projector give u',projector give u,3
826,20, 'watch thing',watch thing,2
827,20, 'master bath',master bath,2
828,20, 'tub',tub,1
829,20, 'television',television,1
830,20, 'not',not,1
831,20, 'lounge',lounge,1
832,20, 'flexibility',flexibility,1
833,20, 'bedroom',bedroom,1
834,20, 'bed',bed,1
835,20,'happy',happy,1
836,20, 'aspect',aspect,1
838,20,'respond within 24 hour',respond within 24 hour,4
839,20, 'contact customer support',contact customer support,3
840,20, 'resolve',resolve,1
841,20, 'quick',quick,1
842,20, 'issue',issue,1
843,20, 'issue',issue,1
844,20,'highly recommend',highly recommend,2
845,20, 'product',product,1
846,20, 'nebula',nebula,1
847,20, 'company',company,1
848,20, 'capsule',capsule,1
849,21,'travel trunk',travel trunk,2
850,21, 'bought',bought,1
851,21, 'amazon',amazon,1
852,21,'never heard',never heard,2
853,21, 'small',small,1
854,21, 'saw',saw,1
855,21, 'projector',projector,1
856,21,'stylish',stylish,1
857,21,'great sound',great sound,2
858,21, 'project',project,1
859,21, 'picture',picture,1
860,21,'theater feel',theater feel,2
861,21, 'stop use',stop use,2
862,21, 'item give',item give,2
863,21, 'movie night',movie night,2
864,21, 'night',night,1
865,21, 'tv',tv,1
866,22,'tv since',tv since,2
867,22, 'stop use',stop use,2
868,22, 'thing',thing,1
869,22, 'bought',bought,1
870,22,'download movie onto',download movie onto,3
871,22, 'self contain',self contain,2
872,22,'long 🛁 bath',long 🛁 bath,3
873,22, 'even take',even take,2
874,22,'way well',way well,2
875,22, 'upgrade button',upgrade button,2
876,22, 'update',update,1
877,22, 'note',note,1
878,22, 'ipad',ipad,1
879,22, 'homepage',homepage,1
880,22,'not',not,1
881,22, 'add',add,1
882,23,'pretty much exactly',pretty much exactly,3
883,23, 'gon na',gon na,2
884,23, 'thought',thought,1
885,23, 'like',like,1
886,23,'sound',sound,1
887,23, 'picture',picture,1
888,23, 'great',great,1
889,23,'remote control',remote control,2
890,23, 'control',control,1
891,23, 'phone',phone,1
892,23, 'nice',nice,1
893,23,'watch movie',watch movie,2
894,23, 'recommend buying',recommend buying,2
895,23, 'tripod',tripod,1
896,23, 'stuff',stuff,1
897,23, 'put',put,1
898,23, 'anywhere',anywhere,1
899,23, 'able',able,1
900,24,'love',love,1
901,24,'small',small,1
902,24, 'look',look,1
903,24, 'exactly',exactly,1
904,24,'replacement',replacement,1
905,24, 'option',option,1
906,24, 'hookup',hookup,1
907,24, 'happy',happy,1
908,24, 'different',different,1
909,24,'project movie',project movie,2
910,24, 'work',work,1
911,24, 'use',use,1
912,24, 'garage',garage,1
913,24,'multipurpose',multipurpose,1
914,25,'not even begin',not even begin,3
915,25, 'reputable brand',reputable brand,2
916,25, 'pocket built',pocket built,2
917,25, 'theater',theater,1
918,25, 'quality',quality,1
919,25, 'mind',mind,1
920,25, 'describe',describe,1
921,25, 'awesome',awesome,1
922,25,'like everyone',like everyone,2
923,25, 'say',say,1
924,25,'color',color,1
925,25, 'amaze',amaze,1
926,25,'device run android 7',device run android 7,4
927,25, '2',2,1
928,25, '1',1,1
929,25,'load apks',load apks,2
930,25, 'side',side,1
931,25, 'know',know,1
932,25,'install apps like google chrome',install apps like google chrome,5
933,25,'retroarch',retroarch,1
934,25,'kodi',kodi,1
935,25,'google play service',google play service,3
936,25, 'fair bit disappointed',fair bit disappointed,3
937,25, 'not change',not change,2
938,25, 'homescreen app',homescreen app,2
939,25, 'doesnt come',doesnt come,2
941,25,'anker',anker,1
942,25,'youre reading',youre reading,2
943,25,'help make',help make,2
944,25," 'happen """"'",happen,1
945,25, 'want',want,1
